region;statistikkvariabel;tid;Folkemengd og kvartalsvise endringar, etter region, statistikkvariabel og tid
1750 Vikna;Innvandring;2016K1;8
1750 Vikna;Utvandring;2016K1;3
1750 Vikna;Innflytting, innalandsk;2016K1;42
1750 Vikna;Utflytting, innalandsk;2016K1;37
1750 Vikna;Nettoinnflytting, inkl. inn- og utvandring;2016K1;10
1750 Vikna;Folkevekst;2016K1;13
1750 Vikna;Folketalet ved utgangen av kvartalet;2016K1;4400
1751 Nærøy;Folketalet ved inngangen av kvartalet;2016K1;5126
1751 Nærøy;Fødde;2016K1;12
1751 Nærøy;Døde;2016K1;15
1751 Nærøy;Fødselsoverskot;2016K1;-3
1751 Nærøy;Innvandring;2016K1;7
1751 Nærøy;Utvandring;2016K1;2
1751 Nærøy;Innflytting, innalandsk;2016K1;25
1751 Nærøy;Utflytting, innalandsk;2016K1;49
1751 Nærøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-19
1751 Nærøy;Folkevekst;2016K1;-22
1751 Nærøy;Folketalet ved utgangen av kvartalet;2016K1;5104
1755 Leka;Folketalet ved inngangen av kvartalet;2016K1;562
1755 Leka;Fødde;2016K1;2
1755 Leka;Døde;2016K1;1
1755 Leka;Fødselsoverskot;2016K1;1
1755 Leka;Innvandring;2016K1;0
1755 Leka;Utvandring;2016K1;0
1755 Leka;Innflytting, innalandsk;2016K1;6
1755 Leka;Utflytting, innalandsk;2016K1;2
1755 Leka;Nettoinnflytting, inkl. inn- og utvandring;2016K1;4
1755 Leka;Folkevekst;2016K1;5
1755 Leka;Folketalet ved utgangen av kvartalet;2016K1;567
1756 Inderøy;Folketalet ved inngangen av kvartalet;2016K1;6769
1756 Inderøy;Fødde;2016K1;15
1756 Inderøy;Døde;2016K1;18
1756 Inderøy;Fødselsoverskot;2016K1;-3
1756 Inderøy;Innvandring;2016K1;5
1756 Inderøy;Utvandring;2016K1;6
1756 Inderøy;Innflytting, innalandsk;2016K1;58
1756 Inderøy;Utflytting, innalandsk;2016K1;70
1756 Inderøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-13
1756 Inderøy;Folkevekst;2016K1;-16
1756 Inderøy;Folketalet ved utgangen av kvartalet;2016K1;6753
1804 Bodø;Folketalet ved inngangen av kvartalet;2016K1;50488
1804 Bodø;Fødde;2016K1;143
1804 Bodø;Døde;2016K1;96
1804 Bodø;Fødselsoverskot;2016K1;47
1804 Bodø;Innvandring;2016K1;135
1804 Bodø;Utvandring;2016K1;58
1804 Bodø;Innflytting, innalandsk;2016K1;325
1804 Bodø;Utflytting, innalandsk;2016K1;369
1804 Bodø;Nettoinnflytting, inkl. inn- og utvandring;2016K1;33
1804 Bodø;Folkevekst;2016K1;80
1804 Bodø;Folketalet ved utgangen av kvartalet;2016K1;50568
1805 Narvik;Folketalet ved inngangen av kvartalet;2016K1;18787
1805 Narvik;Fødde;2016K1;52
1805 Narvik;Døde;2016K1;56
1805 Narvik;Fødselsoverskot;2016K1;-4
1805 Narvik;Innvandring;2016K1;38
1805 Narvik;Utvandring;2016K1;21
1805 Narvik;Innflytting, innalandsk;2016K1;101
1805 Narvik;Utflytting, innalandsk;2016K1;141
1805 Narvik;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-23
1805 Narvik;Folkevekst;2016K1;-27
1805 Narvik;Folketalet ved utgangen av kvartalet;2016K1;18760
1811 Bindal;Folketalet ved inngangen av kvartalet;2016K1;1465
1811 Bindal;Fødde;2016K1;4
1811 Bindal;Døde;2016K1;1
1811 Bindal;Fødselsoverskot;2016K1;3
1811 Bindal;Innvandring;2016K1;2
1811 Bindal;Utvandring;2016K1;0
1811 Bindal;Innflytting, innalandsk;2016K1;14
1811 Bindal;Utflytting, innalandsk;2016K1;9
1811 Bindal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;7
1811 Bindal;Folkevekst;2016K1;10
1811 Bindal;Folketalet ved utgangen av kvartalet;2016K1;1475
1812 Sømna;Folketalet ved inngangen av kvartalet;2016K1;2031
1812 Sømna;Fødde;2016K1;2
1812 Sømna;Døde;2016K1;3
1812 Sømna;Fødselsoverskot;2016K1;-1
1812 Sømna;Innvandring;2016K1;1
1812 Sømna;Utvandring;2016K1;1
1812 Sømna;Innflytting, innalandsk;2016K1;23
1812 Sømna;Utflytting, innalandsk;2016K1;19
1812 Sømna;Nettoinnflytting, inkl. inn- og utvandring;2016K1;4
1812 Sømna;Folkevekst;2016K1;3
1812 Sømna;Folketalet ved utgangen av kvartalet;2016K1;2034
1813 Brønnøy;Folketalet ved inngangen av kvartalet;2016K1;7962
1813 Brønnøy;Fødde;2016K1;21
1813 Brønnøy;Døde;2016K1;17
1813 Brønnøy;Fødselsoverskot;2016K1;4
1813 Brønnøy;Innvandring;2016K1;15
1813 Brønnøy;Utvandring;2016K1;4
1813 Brønnøy;Innflytting, innalandsk;2016K1;42
1813 Brønnøy;Utflytting, innalandsk;2016K1;89
1813 Brønnøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-36
1813 Brønnøy;Folkevekst;2016K1;-32
1813 Brønnøy;Folketalet ved utgangen av kvartalet;2016K1;7930
1815 Vega;Folketalet ved inngangen av kvartalet;2016K1;1244
1815 Vega;Fødde;2016K1;3
1815 Vega;Døde;2016K1;3
1815 Vega;Fødselsoverskot;2016K1;0
1815 Vega;Innvandring;2016K1;2
1815 Vega;Utvandring;2016K1;1
1815 Vega;Innflytting, innalandsk;2016K1;15
1815 Vega;Utflytting, innalandsk;2016K1;14
1815 Vega;Nettoinnflytting, inkl. inn- og utvandring;2016K1;2
1815 Vega;Folkevekst;2016K1;2
1815 Vega;Folketalet ved utgangen av kvartalet;2016K1;1246
1816 Vevelstad;Folketalet ved inngangen av kvartalet;2016K1;507
1816 Vevelstad;Fødde;2016K1;2
1816 Vevelstad;Døde;2016K1;3
1816 Vevelstad;Fødselsoverskot;2016K1;-1
1816 Vevelstad;Innvandring;2016K1;1
1816 Vevelstad;Utvandring;2016K1;0
1816 Vevelstad;Innflytting, innalandsk;2016K1;5
1816 Vevelstad;Utflytting, innalandsk;2016K1;6
1816 Vevelstad;Nettoinnflytting, inkl. inn- og utvandring;2016K1;0
1816 Vevelstad;Folkevekst;2016K1;-1
1816 Vevelstad;Folketalet ved utgangen av kvartalet;2016K1;506
1818 Herøy (Nordl.);Folketalet ved inngangen av kvartalet;2016K1;1743
1818 Herøy (Nordl.);Fødde;2016K1;2
1818 Herøy (Nordl.);Døde;2016K1;1
1818 Herøy (Nordl.);Fødselsoverskot;2016K1;1
1818 Herøy (Nordl.);Innvandring;2016K1;8
1818 Herøy (Nordl.);Utvandring;2016K1;0
1818 Herøy (Nordl.);Innflytting, innalandsk;2016K1;17
1818 Herøy (Nordl.);Utflytting, innalandsk;2016K1;10
1818 Herøy (Nordl.);Nettoinnflytting, inkl. inn- og utvandring;2016K1;15
1818 Herøy (Nordl.);Folkevekst;2016K1;16
1818 Herøy (Nordl.);Folketalet ved utgangen av kvartalet;2016K1;1759
1820 Alstahaug;Folketalet ved inngangen av kvartalet;2016K1;7437
1820 Alstahaug;Fødde;2016K1;21
1820 Alstahaug;Døde;2016K1;21
1820 Alstahaug;Fødselsoverskot;2016K1;0
1820 Alstahaug;Innvandring;2016K1;24
1820 Alstahaug;Utvandring;2016K1;1
1820 Alstahaug;Innflytting, innalandsk;2016K1;70
1820 Alstahaug;Utflytting, innalandsk;2016K1;84
1820 Alstahaug;Nettoinnflytting, inkl. inn- og utvandring;2016K1;9
1820 Alstahaug;Folkevekst;2016K1;9
1820 Alstahaug;Folketalet ved utgangen av kvartalet;2016K1;7446
1822 Leirfjord;Folketalet ved inngangen av kvartalet;2016K1;2216
1822 Leirfjord;Fødde;2016K1;7
1822 Leirfjord;Døde;2016K1;9
1822 Leirfjord;Fødselsoverskot;2016K1;-2
1822 Leirfjord;Innvandring;2016K1;4
1822 Leirfjord;Utvandring;2016K1;0
1822 Leirfjord;Innflytting, innalandsk;2016K1;21
1822 Leirfjord;Utflytting, innalandsk;2016K1;33
1822 Leirfjord;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-8
1822 Leirfjord;Folkevekst;2016K1;-10
1822 Leirfjord;Folketalet ved utgangen av kvartalet;2016K1;2206
1824 Vefsn;Folketalet ved inngangen av kvartalet;2016K1;13427
1824 Vefsn;Fødde;2016K1;27
1824 Vefsn;Døde;2016K1;34
1824 Vefsn;Fødselsoverskot;2016K1;-7
1824 Vefsn;Innvandring;2016K1;23
1824 Vefsn;Utvandring;2016K1;6
1824 Vefsn;Innflytting, innalandsk;2016K1;62
1824 Vefsn;Utflytting, innalandsk;2016K1;100
1824 Vefsn;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-21
1824 Vefsn;Folkevekst;2016K1;-28
1824 Vefsn;Folketalet ved utgangen av kvartalet;2016K1;13399
1825 Grane;Folketalet ved inngangen av kvartalet;2016K1;1462
1825 Grane;Fødde;2016K1;1
1825 Grane;Døde;2016K1;5
1825 Grane;Fødselsoverskot;2016K1;-4
1825 Grane;Innvandring;2016K1;3
1825 Grane;Utvandring;2016K1;1
1825 Grane;Innflytting, innalandsk;2016K1;5
1825 Grane;Utflytting, innalandsk;2016K1;6
1825 Grane;Nettoinnflytting, inkl. inn- og utvandring;2016K1;1
1825 Grane;Folkevekst;2016K1;-3
1825 Grane;Folketalet ved utgangen av kvartalet;2016K1;1459
1826 Hattfjelldal;Folketalet ved inngangen av kvartalet;2016K1;1465
1826 Hattfjelldal;Fødde;2016K1;1
1826 Hattfjelldal;Døde;2016K1;7
1826 Hattfjelldal;Fødselsoverskot;2016K1;-6
1826 Hattfjelldal;Innvandring;2016K1;15
1826 Hattfjelldal;Utvandring;2016K1;1
1826 Hattfjelldal;Innflytting, innalandsk;2016K1;8
1826 Hattfjelldal;Utflytting, innalandsk;2016K1;36
1826 Hattfjelldal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-14
1826 Hattfjelldal;Folkevekst;2016K1;-20
1826 Hattfjelldal;Folketalet ved utgangen av kvartalet;2016K1;1445
1827 Dønna;Folketalet ved inngangen av kvartalet;2016K1;1402
1827 Dønna;Fødde;2016K1;2
1827 Dønna;Døde;2016K1;3
1827 Dønna;Fødselsoverskot;2016K1;-1
1827 Dønna;Innvandring;2016K1;4
1827 Dønna;Utvandring;2016K1;0
1827 Dønna;Innflytting, innalandsk;2016K1;10
1827 Dønna;Utflytting, innalandsk;2016K1;4
1827 Dønna;Nettoinnflytting, inkl. inn- og utvandring;2016K1;10
1827 Dønna;Folkevekst;2016K1;9
1827 Dønna;Folketalet ved utgangen av kvartalet;2016K1;1411
1828 Nesna;Folketalet ved inngangen av kvartalet;2016K1;1838
1828 Nesna;Fødde;2016K1;3
1828 Nesna;Døde;2016K1;6
1828 Nesna;Fødselsoverskot;2016K1;-3
1828 Nesna;Innvandring;2016K1;25
1828 Nesna;Utvandring;2016K1;3
1828 Nesna;Innflytting, innalandsk;2016K1;26
1828 Nesna;Utflytting, innalandsk;2016K1;45
1828 Nesna;Nettoinnflytting, inkl. inn- og utvandring;2016K1;3
1828 Nesna;Folkevekst;2016K1;0
1828 Nesna;Folketalet ved utgangen av kvartalet;2016K1;1838
1832 Hemnes;Folketalet ved inngangen av kvartalet;2016K1;4486
1832 Hemnes;Fødde;2016K1;7
1832 Hemnes;Døde;2016K1;10
1832 Hemnes;Fødselsoverskot;2016K1;-3
1832 Hemnes;Innvandring;2016K1;10
1832 Hemnes;Utvandring;2016K1;3
1832 Hemnes;Innflytting, innalandsk;2016K1;30
1832 Hemnes;Utflytting, innalandsk;2016K1;31
1832 Hemnes;Nettoinnflytting, inkl. inn- og utvandring;2016K1;6
1832 Hemnes;Folkevekst;2016K1;3
1832 Hemnes;Folketalet ved utgangen av kvartalet;2016K1;4489
1833 Rana;Folketalet ved inngangen av kvartalet;2016K1;26039
1833 Rana;Fødde;2016K1;55
1833 Rana;Døde;2016K1;48
1833 Rana;Fødselsoverskot;2016K1;7
1833 Rana;Innvandring;2016K1;57
1833 Rana;Utvandring;2016K1;7
1833 Rana;Innflytting, innalandsk;2016K1;114
1833 Rana;Utflytting, innalandsk;2016K1;132
1833 Rana;Nettoinnflytting, inkl. inn- og utvandring;2016K1;32
1833 Rana;Folkevekst;2016K1;39
1833 Rana;Folketalet ved utgangen av kvartalet;2016K1;26078
1834 Lurøy;Folketalet ved inngangen av kvartalet;2016K1;1923
1834 Lurøy;Fødde;2016K1;8
1834 Lurøy;Døde;2016K1;6
1834 Lurøy;Fødselsoverskot;2016K1;2
1834 Lurøy;Innvandring;2016K1;4
1834 Lurøy;Utvandring;2016K1;2
1834 Lurøy;Innflytting, innalandsk;2016K1;25
1834 Lurøy;Utflytting, innalandsk;2016K1;11
1834 Lurøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;16
1834 Lurøy;Folkevekst;2016K1;18
1834 Lurøy;Folketalet ved utgangen av kvartalet;2016K1;1941
1835 Træna;Folketalet ved inngangen av kvartalet;2016K1;478
1835 Træna;Fødde;2016K1;0
1835 Træna;Døde;2016K1;2
1835 Træna;Fødselsoverskot;2016K1;-2
1835 Træna;Innvandring;2016K1;2
1835 Træna;Utvandring;2016K1;4
1835 Træna;Innflytting, innalandsk;2016K1;1
1835 Træna;Utflytting, innalandsk;2016K1;4
1835 Træna;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-5
1835 Træna;Folkevekst;2016K1;-7
1835 Træna;Folketalet ved utgangen av kvartalet;2016K1;471
1836 Rødøy;Folketalet ved inngangen av kvartalet;2016K1;1268
1836 Rødøy;Fødde;2016K1;4
1836 Rødøy;Døde;2016K1;3
1836 Rødøy;Fødselsoverskot;2016K1;1
1836 Rødøy;Innvandring;2016K1;1
1836 Rødøy;Utvandring;2016K1;0
1836 Rødøy;Innflytting, innalandsk;2016K1;5
1836 Rødøy;Utflytting, innalandsk;2016K1;15
1836 Rødøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-9
1836 Rødøy;Folkevekst;2016K1;-8
1836 Rødøy;Folketalet ved utgangen av kvartalet;2016K1;1260
1837 Meløy;Folketalet ved inngangen av kvartalet;2016K1;6471
1837 Meløy;Fødde;2016K1;13
1837 Meløy;Døde;2016K1;17
1837 Meløy;Fødselsoverskot;2016K1;-4
1837 Meløy;Innvandring;2016K1;2
1837 Meløy;Utvandring;2016K1;5
1837 Meløy;Innflytting, innalandsk;2016K1;38
1837 Meløy;Utflytting, innalandsk;2016K1;46
1837 Meløy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-11
1837 Meløy;Folkevekst;2016K1;-15
1837 Meløy;Folketalet ved utgangen av kvartalet;2016K1;6456
1838 Gildeskål;Folketalet ved inngangen av kvartalet;2016K1;2043
1838 Gildeskål;Fødde;2016K1;4
1838 Gildeskål;Døde;2016K1;8
1838 Gildeskål;Fødselsoverskot;2016K1;-4
1838 Gildeskål;Innvandring;2016K1;2
1838 Gildeskål;Utvandring;2016K1;4
1838 Gildeskål;Innflytting, innalandsk;2016K1;23
1838 Gildeskål;Utflytting, innalandsk;2016K1;21
1838 Gildeskål;Nettoinnflytting, inkl. inn- og utvandring;2016K1;0
1838 Gildeskål;Folkevekst;2016K1;-4
1838 Gildeskål;Folketalet ved utgangen av kvartalet;2016K1;2039
1839 Beiarn;Folketalet ved inngangen av kvartalet;2016K1;1034
1839 Beiarn;Fødde;2016K1;1
1839 Beiarn;Døde;2016K1;3
1839 Beiarn;Fødselsoverskot;2016K1;-2
1839 Beiarn;Innvandring;2016K1;3
1839 Beiarn;Utvandring;2016K1;1
1839 Beiarn;Innflytting, innalandsk;2016K1;3
1839 Beiarn;Utflytting, innalandsk;2016K1;5
1839 Beiarn;Nettoinnflytting, inkl. inn- og utvandring;2016K1;0
1839 Beiarn;Folkevekst;2016K1;-2
1839 Beiarn;Folketalet ved utgangen av kvartalet;2016K1;1032
1840 Saltdal;Folketalet ved inngangen av kvartalet;2016K1;4700
1840 Saltdal;Fødde;2016K1;15
1840 Saltdal;Døde;2016K1;6
1840 Saltdal;Fødselsoverskot;2016K1;9
1840 Saltdal;Innvandring;2016K1;10
1840 Saltdal;Utvandring;2016K1;4
1840 Saltdal;Innflytting, innalandsk;2016K1;32
1840 Saltdal;Utflytting, innalandsk;2016K1;55
1840 Saltdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-17
1840 Saltdal;Folkevekst;2016K1;-8
1840 Saltdal;Folketalet ved utgangen av kvartalet;2016K1;4692
1841 Fauske;Folketalet ved inngangen av kvartalet;2016K1;9604
1841 Fauske;Fødde;2016K1;20
1841 Fauske;Døde;2016K1;21
1841 Fauske;Fødselsoverskot;2016K1;-1
1841 Fauske;Innvandring;2016K1;11
1841 Fauske;Utvandring;2016K1;1
1841 Fauske;Innflytting, innalandsk;2016K1;75
1841 Fauske;Utflytting, innalandsk;2016K1;70
1841 Fauske;Nettoinnflytting, inkl. inn- og utvandring;2016K1;15
1841 Fauske;Folkevekst;2016K1;14
1841 Fauske;Folketalet ved utgangen av kvartalet;2016K1;9618
1845 Sørfold;Folketalet ved inngangen av kvartalet;2016K1;1963
1845 Sørfold;Fødde;2016K1;7
1845 Sørfold;Døde;2016K1;8
1845 Sørfold;Fødselsoverskot;2016K1;-1
1845 Sørfold;Innvandring;2016K1;2
1845 Sørfold;Utvandring;2016K1;0
1845 Sørfold;Innflytting, innalandsk;2016K1;11
1845 Sørfold;Utflytting, innalandsk;2016K1;19
1845 Sørfold;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-6
1845 Sørfold;Folkevekst;2016K1;-7
1845 Sørfold;Folketalet ved utgangen av kvartalet;2016K1;1956
1848 Steigen;Folketalet ved inngangen av kvartalet;2016K1;2543
1848 Steigen;Fødde;2016K1;6
1848 Steigen;Døde;2016K1;7
1848 Steigen;Fødselsoverskot;2016K1;-1
1848 Steigen;Innvandring;2016K1;4
1848 Steigen;Utvandring;2016K1;2
1848 Steigen;Innflytting, innalandsk;2016K1;21
1848 Steigen;Utflytting, innalandsk;2016K1;20
1848 Steigen;Nettoinnflytting, inkl. inn- og utvandring;2016K1;3
1848 Steigen;Folkevekst;2016K1;2
1848 Steigen;Folketalet ved utgangen av kvartalet;2016K1;2545
1849 Hamarøy - Hábmer;Folketalet ved inngangen av kvartalet;2016K1;1824
1849 Hamarøy - Hábmer;Fødde;2016K1;4
1849 Hamarøy - Hábmer;Døde;2016K1;6
1849 Hamarøy - Hábmer;Fødselsoverskot;2016K1;-2
1849 Hamarøy - Hábmer;Innvandring;2016K1;13
1849 Hamarøy - Hábmer;Utvandring;2016K1;2
1849 Hamarøy - Hábmer;Innflytting, innalandsk;2016K1;18
1849 Hamarøy - Hábmer;Utflytting, innalandsk;2016K1;20
1849 Hamarøy - Hábmer;Nettoinnflytting, inkl. inn- og utvandring;2016K1;9
1849 Hamarøy - Hábmer;Folkevekst;2016K1;7
1849 Hamarøy - Hábmer;Folketalet ved utgangen av kvartalet;2016K1;1831
1850 Divtasvuodna - Tysfjord;Folketalet ved inngangen av kvartalet;2016K1;1974
1850 Divtasvuodna - Tysfjord;Fødde;2016K1;2
1850 Divtasvuodna - Tysfjord;Døde;2016K1;3
1850 Divtasvuodna - Tysfjord;Fødselsoverskot;2016K1;-1
1850 Divtasvuodna - Tysfjord;Innvandring;2016K1;6
1850 Divtasvuodna - Tysfjord;Utvandring;2016K1;0
1850 Divtasvuodna - Tysfjord;Innflytting, innalandsk;2016K1;19
1850 Divtasvuodna - Tysfjord;Utflytting, innalandsk;2016K1;26
1850 Divtasvuodna - Tysfjord;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-1
1850 Divtasvuodna - Tysfjord;Folkevekst;2016K1;-2
1850 Divtasvuodna - Tysfjord;Folketalet ved utgangen av kvartalet;2016K1;1972
1851 Lødingen;Folketalet ved inngangen av kvartalet;2016K1;2144
1851 Lødingen;Fødde;2016K1;4
1851 Lødingen;Døde;2016K1;8
1851 Lødingen;Fødselsoverskot;2016K1;-4
1851 Lødingen;Innvandring;2016K1;12
1851 Lødingen;Utvandring;2016K1;2
1851 Lødingen;Innflytting, innalandsk;2016K1;9
1851 Lødingen;Utflytting, innalandsk;2016K1;31
1851 Lødingen;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-12
1851 Lødingen;Folkevekst;2016K1;-16
1851 Lødingen;Folketalet ved utgangen av kvartalet;2016K1;2128
1852 Tjeldsund;Folketalet ved inngangen av kvartalet;2016K1;1283
1852 Tjeldsund;Fødde;2016K1;1
1852 Tjeldsund;Døde;2016K1;4
1852 Tjeldsund;Fødselsoverskot;2016K1;-3
1852 Tjeldsund;Innvandring;2016K1;1
1852 Tjeldsund;Utvandring;2016K1;1
1852 Tjeldsund;Innflytting, innalandsk;2016K1;12
1852 Tjeldsund;Utflytting, innalandsk;2016K1;9
1852 Tjeldsund;Nettoinnflytting, inkl. inn- og utvandring;2016K1;3
1852 Tjeldsund;Folkevekst;2016K1;0
1852 Tjeldsund;Folketalet ved utgangen av kvartalet;2016K1;1283
1853 Evenes;Folketalet ved inngangen av kvartalet;2016K1;1400
1853 Evenes;Fødde;2016K1;2
1853 Evenes;Døde;2016K1;0
1853 Evenes;Fødselsoverskot;2016K1;2
1853 Evenes;Innvandring;2016K1;0
1853 Evenes;Utvandring;2016K1;1
1853 Evenes;Innflytting, innalandsk;2016K1;9
1853 Evenes;Utflytting, innalandsk;2016K1;7
1853 Evenes;Nettoinnflytting, inkl. inn- og utvandring;2016K1;1
1853 Evenes;Folkevekst;2016K1;3
1853 Evenes;Folketalet ved utgangen av kvartalet;2016K1;1403
1854 Ballangen;Folketalet ved inngangen av kvartalet;2016K1;2556
1854 Ballangen;Fødde;2016K1;8
1854 Ballangen;Døde;2016K1;8
1854 Ballangen;Fødselsoverskot;2016K1;0
1854 Ballangen;Innvandring;2016K1;2
1854 Ballangen;Utvandring;2016K1;1
1854 Ballangen;Innflytting, innalandsk;2016K1;10
1854 Ballangen;Utflytting, innalandsk;2016K1;19
1854 Ballangen;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-8
1854 Ballangen;Folkevekst;2016K1;-8
1854 Ballangen;Folketalet ved utgangen av kvartalet;2016K1;2548
1856 Røst;Folketalet ved inngangen av kvartalet;2016K1;551
1856 Røst;Fødde;2016K1;0
1856 Røst;Døde;2016K1;1
1856 Røst;Fødselsoverskot;2016K1;-1
1856 Røst;Innvandring;2016K1;0
1856 Røst;Utvandring;2016K1;0
1856 Røst;Innflytting, innalandsk;2016K1;5
1856 Røst;Utflytting, innalandsk;2016K1;10
1856 Røst;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-5
1856 Røst;Folkevekst;2016K1;-6
1856 Røst;Folketalet ved utgangen av kvartalet;2016K1;545
1857 Værøy;Folketalet ved inngangen av kvartalet;2016K1;765
1857 Værøy;Fødde;2016K1;0
1857 Værøy;Døde;2016K1;3
1857 Værøy;Fødselsoverskot;2016K1;-3
1857 Værøy;Innvandring;2016K1;1
1857 Værøy;Utvandring;2016K1;0
1857 Værøy;Innflytting, innalandsk;2016K1;7
1857 Værøy;Utflytting, innalandsk;2016K1;13
1857 Værøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-5
1857 Værøy;Folkevekst;2016K1;-8
1857 Værøy;Folketalet ved utgangen av kvartalet;2016K1;757
1859 Flakstad;Folketalet ved inngangen av kvartalet;2016K1;1336
1859 Flakstad;Fødde;2016K1;5
1859 Flakstad;Døde;2016K1;3
1859 Flakstad;Fødselsoverskot;2016K1;2
1859 Flakstad;Innvandring;2016K1;1
1859 Flakstad;Utvandring;2016K1;0
1859 Flakstad;Innflytting, innalandsk;2016K1;22
1859 Flakstad;Utflytting, innalandsk;2016K1;5
1859 Flakstad;Nettoinnflytting, inkl. inn- og utvandring;2016K1;18
1859 Flakstad;Folkevekst;2016K1;20
1859 Flakstad;Folketalet ved utgangen av kvartalet;2016K1;1356
1860 Vestvågøy;Folketalet ved inngangen av kvartalet;2016K1;11198
1860 Vestvågøy;Fødde;2016K1;28
1860 Vestvågøy;Døde;2016K1;28
1860 Vestvågøy;Fødselsoverskot;2016K1;0
1860 Vestvågøy;Innvandring;2016K1;30
1860 Vestvågøy;Utvandring;2016K1;9
1860 Vestvågøy;Innflytting, innalandsk;2016K1;57
1860 Vestvågøy;Utflytting, innalandsk;2016K1;90
1860 Vestvågøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-12
1860 Vestvågøy;Folkevekst;2016K1;-12
1860 Vestvågøy;Folketalet ved utgangen av kvartalet;2016K1;11186
1865 Vågan;Folketalet ved inngangen av kvartalet;2016K1;9350
1865 Vågan;Fødde;2016K1;21
1865 Vågan;Døde;2016K1;29
1865 Vågan;Fødselsoverskot;2016K1;-8
1865 Vågan;Innvandring;2016K1;83
1865 Vågan;Utvandring;2016K1;5
1865 Vågan;Innflytting, innalandsk;2016K1;62
1865 Vågan;Utflytting, innalandsk;2016K1;125
1865 Vågan;Nettoinnflytting, inkl. inn- og utvandring;2016K1;15
1865 Vågan;Folkevekst;2016K1;7
1865 Vågan;Folketalet ved utgangen av kvartalet;2016K1;9357
1866 Hadsel;Folketalet ved inngangen av kvartalet;2016K1;8082
1866 Hadsel;Fødde;2016K1;17
1866 Hadsel;Døde;2016K1;25
1866 Hadsel;Fødselsoverskot;2016K1;-8
1866 Hadsel;Innvandring;2016K1;9
1866 Hadsel;Utvandring;2016K1;8
1866 Hadsel;Innflytting, innalandsk;2016K1;71
1866 Hadsel;Utflytting, innalandsk;2016K1;88
1866 Hadsel;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-16
1866 Hadsel;Folkevekst;2016K1;-24
1866 Hadsel;Folketalet ved utgangen av kvartalet;2016K1;8058
1867 Bø (Nordl.);Folketalet ved inngangen av kvartalet;2016K1;2632
1867 Bø (Nordl.);Fødde;2016K1;3
1867 Bø (Nordl.);Døde;2016K1;8
1867 Bø (Nordl.);Fødselsoverskot;2016K1;-5
1867 Bø (Nordl.);Innvandring;2016K1;3
1867 Bø (Nordl.);Utvandring;2016K1;0
1867 Bø (Nordl.);Innflytting, innalandsk;2016K1;18
1867 Bø (Nordl.);Utflytting, innalandsk;2016K1;31
1867 Bø (Nordl.);Nettoinnflytting, inkl. inn- og utvandring;2016K1;-10
1867 Bø (Nordl.);Folkevekst;2016K1;-15
1867 Bø (Nordl.);Folketalet ved utgangen av kvartalet;2016K1;2617
1868 Øksnes;Folketalet ved inngangen av kvartalet;2016K1;4529
1868 Øksnes;Fødde;2016K1;9
1868 Øksnes;Døde;2016K1;6
1868 Øksnes;Fødselsoverskot;2016K1;3
1868 Øksnes;Innvandring;2016K1;27
1868 Øksnes;Utvandring;2016K1;4
1868 Øksnes;Innflytting, innalandsk;2016K1;29
1868 Øksnes;Utflytting, innalandsk;2016K1;28
1868 Øksnes;Nettoinnflytting, inkl. inn- og utvandring;2016K1;24
1868 Øksnes;Folkevekst;2016K1;27
1868 Øksnes;Folketalet ved utgangen av kvartalet;2016K1;4556
1870 Sortland;Folketalet ved inngangen av kvartalet;2016K1;10214
1870 Sortland;Fødde;2016K1;27
1870 Sortland;Døde;2016K1;22
1870 Sortland;Fødselsoverskot;2016K1;5
1870 Sortland;Innvandring;2016K1;26
1870 Sortland;Utvandring;2016K1;1
1870 Sortland;Innflytting, innalandsk;2016K1;108
1870 Sortland;Utflytting, innalandsk;2016K1;69
1870 Sortland;Nettoinnflytting, inkl. inn- og utvandring;2016K1;64
1870 Sortland;Folkevekst;2016K1;69
1870 Sortland;Folketalet ved utgangen av kvartalet;2016K1;10283
1871 Andøy;Folketalet ved inngangen av kvartalet;2016K1;4980
1871 Andøy;Fødde;2016K1;9
1871 Andøy;Døde;2016K1;18
1871 Andøy;Fødselsoverskot;2016K1;-9
